|dates|Hancock_Georgia_UnitedStates.BLS_EmployedPopulation.data|Hancock_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Hancock_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Hancock_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Hancock_Georgia_UnitedStates.BLS_UnemploymentRate.data|Hancock_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Hancock_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Hancock_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-02|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-03|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-04|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-05|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-06|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-07|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-08|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-09|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-10|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-11|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-12|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-13|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-14|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-15|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-16|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-17|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-18|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-19|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-20|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-21|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-22|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-23|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-24|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-25|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-26|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-27|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-28|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-29|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
0|2020-01-30|2437.0|0|152.0|0|5.870992661259174|0|2589.0|0
