|dates|Frederick_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Frederick_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Frederick_Virginia_UnitedStates.Male_Total_Population.data|Frederick_Virginia_UnitedStates.Male_Total_Population.missing|Frederick_Virginia_UnitedStates.Female_Total_Population.data|Frederick_Virginia_UnitedStates.Female_Total_Population.missing|Frederick_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Frederick_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15264.0|0|44026.0|0|44329.0|0|20386.0|0
