|dates|Hill_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hill_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hill_Montana_UnitedStates.Male_Total_Population.data|Hill_Montana_UnitedStates.Male_Total_Population.missing|Hill_Montana_UnitedStates.Female_Total_Population.data|Hill_Montana_UnitedStates.Female_Total_Population.missing|Hill_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Hill_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2486.0|0|8216.0|0|8131.0|0|4519.0|0
