|dates|Clark_Washington_UnitedStates.BLS_EmployedPopulation.data|Clark_Washington_UnitedStates.BLS_EmployedPopulation.missing|Clark_Washington_UnitedStates.BLS_UnemployedPopulation.data|Clark_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Clark_Washington_UnitedStates.BLS_UnemploymentRate.data|Clark_Washington_UnitedStates.BLS_UnemploymentRate.missing|Clark_Washington_UnitedStates.BLS_LaborForcePopulation.data|Clark_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-02|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-03|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-04|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-05|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-06|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-07|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-08|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-09|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-10|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-11|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-12|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-13|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-14|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-15|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-16|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-17|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-18|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-19|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-20|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-21|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-22|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-23|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-24|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-25|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-26|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-27|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-28|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-29|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-30|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
0|2020-01-31|237240.0|0|11621.5|0|4.669866572370576|0|248861.5|0
