|dates|Starke_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Starke_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Starke_Indiana_UnitedStates.Male_Total_Population.data|Starke_Indiana_UnitedStates.Male_Total_Population.missing|Starke_Indiana_UnitedStates.Female_Total_Population.data|Starke_Indiana_UnitedStates.Female_Total_Population.missing|Starke_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Starke_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4266.0|0|11437.0|0|11498.0|0|5229.0|0
