|dates|Niobrara_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Niobrara_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Niobrara_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Niobrara_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Niobrara_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Niobrara_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Niobrara_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Niobrara_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-02|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-03|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-04|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-05|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-06|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-07|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-08|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-09|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-10|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-11|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-12|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-13|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-14|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-15|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-16|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-17|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-18|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-19|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-20|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-21|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-22|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-23|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-24|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-25|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-26|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-27|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-28|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-29|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-30|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-01-31|1177.0|0|45.0|0|3.6824877250409167|0|1222.0|0
0|2020-02-01|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-02|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-03|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-04|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-05|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-06|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-07|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-08|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-09|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-10|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-11|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-12|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-13|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-14|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-15|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-16|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-17|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-18|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-19|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-20|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-21|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-22|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-23|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-24|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
0|2020-02-25|1190.0|0|47.0|0|3.799514955537591|0|1237.0|0
