|dates|Cheyenne_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cheyenne_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cheyenne_Kansas_UnitedStates.Male_Total_Population.data|Cheyenne_Kansas_UnitedStates.Male_Total_Population.missing|Cheyenne_Kansas_UnitedStates.Female_Total_Population.data|Cheyenne_Kansas_UnitedStates.Female_Total_Population.missing|Cheyenne_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cheyenne_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-05-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-05-31|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-06-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-07-31|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-08-31|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-09-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-10-31|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-11-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-17|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-18|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-19|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-20|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-21|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-22|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-23|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-24|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-25|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-26|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-27|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-28|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-29|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-30|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2020-12-31|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-01|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-02|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-03|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-04|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-05|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-06|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-07|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-08|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-09|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-10|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-11|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-12|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-13|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-14|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-15|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-16|717.0|0|1348.0|0|1312.0|0|567.0|0
0|2021-01-17|717.0|0|1348.0|0|1312.0|0|567.0|0
