|dates|Kalawao_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kalawao_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kalawao_Hawaii_UnitedStates.Male_Total_Population.data|Kalawao_Hawaii_UnitedStates.Male_Total_Population.missing|Kalawao_Hawaii_UnitedStates.Female_Total_Population.data|Kalawao_Hawaii_UnitedStates.Female_Total_Population.missing|Kalawao_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.data|Kalawao_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|37.0|0|41.0|0|47.0|0|0.0|0
