|dates|Midland_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Midland_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Midland_Texas_UnitedStates.Male_Total_Population.data|Midland_Texas_UnitedStates.Male_Total_Population.missing|Midland_Texas_UnitedStates.Female_Total_Population.data|Midland_Texas_UnitedStates.Female_Total_Population.missing|Midland_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Midland_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17799.0|0|87103.0|0|85475.0|0|49266.0|0
