|dates|Teton_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Teton_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Teton_Wyoming_UnitedStates.Male_Total_Population.data|Teton_Wyoming_UnitedStates.Male_Total_Population.missing|Teton_Wyoming_UnitedStates.Female_Total_Population.data|Teton_Wyoming_UnitedStates.Female_Total_Population.missing|Teton_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Teton_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3558.0|0|11909.0|0|11172.0|0|4239.0|0
