|dates|Audrain_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Audrain_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Audrain_Missouri_UnitedStates.Male_Total_Population.data|Audrain_Missouri_UnitedStates.Male_Total_Population.missing|Audrain_Missouri_UnitedStates.Female_Total_Population.data|Audrain_Missouri_UnitedStates.Female_Total_Population.missing|Audrain_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Audrain_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4552.0|0|11687.0|0|13786.0|0|5827.0|0
