|dates|Clinton_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Illinois_UnitedStates.Male_Total_Population.data|Clinton_Illinois_UnitedStates.Male_Total_Population.missing|Clinton_Illinois_UnitedStates.Female_Total_Population.data|Clinton_Illinois_UnitedStates.Female_Total_Population.missing|Clinton_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6483.0|0|19499.0|0|18140.0|0|7952.0|0
