|dates|Orange_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_Texas_UnitedStates.Male_Total_Population.data|Orange_Texas_UnitedStates.Male_Total_Population.missing|Orange_Texas_UnitedStates.Female_Total_Population.data|Orange_Texas_UnitedStates.Female_Total_Population.missing|Orange_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13466.0|0|41439.0|0|42133.0|0|20764.0|0
