|dates|LaSalle_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaSalle_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaSalle_Texas_UnitedStates.Male_Total_Population.data|LaSalle_Texas_UnitedStates.Male_Total_Population.missing|LaSalle_Texas_UnitedStates.Female_Total_Population.data|LaSalle_Texas_UnitedStates.Female_Total_Population.missing|LaSalle_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|LaSalle_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1033.0|0|4457.0|0|3074.0|0|1478.0|0
