|dates|Marion_Illinois_UnitedStates.BLS_EmployedPopulation.data|Marion_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Marion_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Marion_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Marion_Illinois_UnitedStates.BLS_UnemploymentRate.data|Marion_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Marion_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Marion_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-02|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-03|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-04|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-05|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-06|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-07|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-08|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-09|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-10|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-11|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-12|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-13|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-14|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-15|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-16|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-17|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-18|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-19|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-20|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-21|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-22|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-23|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-24|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-25|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
0|2020-01-26|16445.5|0|710.0|0|4.1386144385182595|0|17155.5|0
