|dates|Lewis_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_Washington_UnitedStates.Male_Total_Population.data|Lewis_Washington_UnitedStates.Male_Total_Population.missing|Lewis_Washington_UnitedStates.Female_Total_Population.data|Lewis_Washington_UnitedStates.Female_Total_Population.missing|Lewis_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16705.0|0|39780.0|0|39824.0|0|17018.0|0
