|dates|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mecklenburg_NorthCarolina_UnitedStates.Male_Total_Population.data|Mecklenburg_NorthCarolina_UnitedStates.Male_Total_Population.missing|Mecklenburg_NorthCarolina_UnitedStates.Female_Total_Population.data|Mecklenburg_NorthCarolina_UnitedStates.Female_Total_Population.missing|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Mecklenburg_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|122549.0|0|526014.0|0|567887.0|0|257713.0|0
