|dates|White_Illinois_UnitedStates.BLS_EmployedPopulation.data|White_Illinois_UnitedStates.BLS_EmployedPopulation.missing|White_Illinois_UnitedStates.BLS_UnemployedPopulation.data|White_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|White_Illinois_UnitedStates.BLS_UnemploymentRate.data|White_Illinois_UnitedStates.BLS_UnemploymentRate.missing|White_Illinois_UnitedStates.BLS_LaborForcePopulation.data|White_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|5614.0|0|260.0|0|4.42628532516173|0|5874.0|0
