|dates|Copiah_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Copiah_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Copiah_Mississippi_UnitedStates.Male_Total_Population.data|Copiah_Mississippi_UnitedStates.Male_Total_Population.missing|Copiah_Mississippi_UnitedStates.Female_Total_Population.data|Copiah_Mississippi_UnitedStates.Female_Total_Population.missing|Copiah_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Copiah_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5035.0|0|13737.0|0|14806.0|0|6555.0|0
