|dates|Hill_Montana_UnitedStates.BLS_EmployedPopulation.data|Hill_Montana_UnitedStates.BLS_EmployedPopulation.missing|Hill_Montana_UnitedStates.BLS_UnemployedPopulation.data|Hill_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Hill_Montana_UnitedStates.BLS_UnemploymentRate.data|Hill_Montana_UnitedStates.BLS_UnemploymentRate.missing|Hill_Montana_UnitedStates.BLS_LaborForcePopulation.data|Hill_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-02|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-03|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-04|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-05|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-06|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-07|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-08|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-09|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-10|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-11|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-12|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-13|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-14|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-15|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-16|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-17|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-18|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-19|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-20|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-21|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-22|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-23|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-24|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-25|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-26|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-27|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-28|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-29|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-30|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-01-31|7311.5|0|316.0|0|4.142903965912815|0|7627.5|0
0|2020-02-01|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-02|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-03|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-04|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-05|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-06|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-07|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-08|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-09|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-10|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-11|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-12|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-13|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-14|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-15|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-16|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-17|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-18|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-19|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-20|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-21|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-22|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-23|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-24|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-25|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-26|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-27|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
0|2020-02-28|7411.5|0|273.0|0|3.552605894983408|0|7684.5|0
