|dates|OutofVA_Virginia_UnitedStates.BLS_EmployedPopulation.data|OutofVA_Virginia_UnitedStates.BLS_EmployedPopulation.missing|OutofVA_Virginia_UnitedStates.BLS_UnemployedPopulation.data|OutofVA_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|OutofVA_Virginia_UnitedStates.BLS_UnemploymentRate.data|OutofVA_Virginia_UnitedStates.BLS_UnemploymentRate.missing|OutofVA_Virginia_UnitedStates.BLS_LaborForcePopulation.data|OutofVA_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
