|dates|Hettinger_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Hettinger_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hettinger_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Hettinger_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Hettinger_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hettinger_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hettinger_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hettinger_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|351.0|0|0.0|100|4.0|0|0.0|100
