|dates|Putnam_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Georgia_UnitedStates.Male_Total_Population.data|Putnam_Georgia_UnitedStates.Male_Total_Population.missing|Putnam_Georgia_UnitedStates.Female_Total_Population.data|Putnam_Georgia_UnitedStates.Female_Total_Population.missing|Putnam_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5246.0|0|10643.0|0|11166.0|0|4348.0|0
