|dates|Okfuskee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Okfuskee_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Okfuskee_Oklahoma_UnitedStates.Male_Total_Population.data|Okfuskee_Oklahoma_UnitedStates.Male_Total_Population.missing|Okfuskee_Oklahoma_UnitedStates.Female_Total_Population.data|Okfuskee_Oklahoma_UnitedStates.Female_Total_Population.missing|Okfuskee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Okfuskee_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2144.0|0|6523.0|0|5575.0|0|2732.0|0
