|dates|Goochland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Goochland_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Goochland_Virginia_UnitedStates.Male_Total_Population.data|Goochland_Virginia_UnitedStates.Male_Total_Population.missing|Goochland_Virginia_UnitedStates.Female_Total_Population.data|Goochland_Virginia_UnitedStates.Female_Total_Population.missing|Goochland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Goochland_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5191.0|0|11401.0|0|11843.0|0|4119.0|0
