|dates|Gibson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gibson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gibson_Tennessee_UnitedStates.Male_Total_Population.data|Gibson_Tennessee_UnitedStates.Male_Total_Population.missing|Gibson_Tennessee_UnitedStates.Female_Total_Population.data|Gibson_Tennessee_UnitedStates.Female_Total_Population.missing|Gibson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Gibson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8863.0|0|23517.0|0|25528.0|0|11927.0|0
