|dates|Cumberland_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_Pennsylvania_UnitedStates.Male_Total_Population.data|Cumberland_Pennsylvania_UnitedStates.Male_Total_Population.missing|Cumberland_Pennsylvania_UnitedStates.Female_Total_Population.data|Cumberland_Pennsylvania_UnitedStates.Female_Total_Population.missing|Cumberland_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|46545.0|0|124444.0|0|126979.0|0|50918.0|0
