|dates|York_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|York_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|York_Virginia_UnitedStates.Male_Total_Population.data|York_Virginia_UnitedStates.Male_Total_Population.missing|York_Virginia_UnitedStates.Female_Total_Population.data|York_Virginia_UnitedStates.Female_Total_Population.missing|York_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|York_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10957.0|0|33273.0|0|34573.0|0|16156.0|0
