|dates|Schleicher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schleicher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schleicher_Texas_UnitedStates.Male_Total_Population.data|Schleicher_Texas_UnitedStates.Male_Total_Population.missing|Schleicher_Texas_UnitedStates.Female_Total_Population.data|Schleicher_Texas_UnitedStates.Female_Total_Population.missing|Schleicher_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Schleicher_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|567.0|0|1436.0|0|1459.0|0|744.0|0
