|dates|Floyd_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Floyd_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Floyd_Kentucky_UnitedStates.Male_Total_Population.data|Floyd_Kentucky_UnitedStates.Male_Total_Population.missing|Floyd_Kentucky_UnitedStates.Female_Total_Population.data|Floyd_Kentucky_UnitedStates.Female_Total_Population.missing|Floyd_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Floyd_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6588.0|0|17523.0|0|18322.0|0|7829.0|0
