|dates|Iron_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Iron_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Iron_Wisconsin_UnitedStates.Male_Total_Population.data|Iron_Wisconsin_UnitedStates.Male_Total_Population.missing|Iron_Wisconsin_UnitedStates.Female_Total_Population.data|Iron_Wisconsin_UnitedStates.Female_Total_Population.missing|Iron_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Iron_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1752.0|0|2857.0|0|2819.0|0|876.0|0
