|dates|Stanly_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stanly_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stanly_NorthCarolina_UnitedStates.Male_Total_Population.data|Stanly_NorthCarolina_UnitedStates.Male_Total_Population.missing|Stanly_NorthCarolina_UnitedStates.Female_Total_Population.data|Stanly_NorthCarolina_UnitedStates.Female_Total_Population.missing|Stanly_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Stanly_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11733.0|0|30979.0|0|31096.0|0|13388.0|0
