|dates|Switzerland_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Switzerland_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Switzerland_Indiana_UnitedStates.Male_Total_Population.data|Switzerland_Indiana_UnitedStates.Male_Total_Population.missing|Switzerland_Indiana_UnitedStates.Female_Total_Population.data|Switzerland_Indiana_UnitedStates.Female_Total_Population.missing|Switzerland_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Switzerland_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1855.0|0|5524.0|0|5193.0|0|2645.0|0
