|dates|Greene_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Georgia_UnitedStates.Male_Total_Population.data|Greene_Georgia_UnitedStates.Male_Total_Population.missing|Greene_Georgia_UnitedStates.Female_Total_Population.data|Greene_Georgia_UnitedStates.Female_Total_Population.missing|Greene_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5142.0|0|8521.0|0|9177.0|0|3302.0|0
