|dates|SanMiguel_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanMiguel_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanMiguel_NewMexico_UnitedStates.Male_Total_Population.data|SanMiguel_NewMexico_UnitedStates.Male_Total_Population.missing|SanMiguel_NewMexico_UnitedStates.Female_Total_Population.data|SanMiguel_NewMexico_UnitedStates.Female_Total_Population.missing|SanMiguel_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|SanMiguel_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5992.0|0|13671.0|0|13920.0|0|5069.0|0
