|dates|KetchikanGateway_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KetchikanGateway_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KetchikanGateway_Alaska_UnitedStates.Male_Total_Population.data|KetchikanGateway_Alaska_UnitedStates.Male_Total_Population.missing|KetchikanGateway_Alaska_UnitedStates.Female_Total_Population.data|KetchikanGateway_Alaska_UnitedStates.Female_Total_Population.missing|KetchikanGateway_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|KetchikanGateway_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2162.0|0|7102.0|0|6816.0|0|3102.0|0
