|dates|Summers_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Summers_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Summers_WestVirginia_UnitedStates.Male_Total_Population.data|Summers_WestVirginia_UnitedStates.Male_Total_Population.missing|Summers_WestVirginia_UnitedStates.Female_Total_Population.data|Summers_WestVirginia_UnitedStates.Female_Total_Population.missing|Summers_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Summers_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3177.0|0|5759.0|0|7001.0|0|2127.0|0
