|dates|Boundary_Idaho_UnitedStates.BLS_EmployedPopulation.data|Boundary_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Boundary_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Boundary_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Boundary_Idaho_UnitedStates.BLS_UnemploymentRate.data|Boundary_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Boundary_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Boundary_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-02|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-03|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-04|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-05|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-06|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-07|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-08|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-09|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-10|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-11|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-12|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-13|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-14|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-15|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-16|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-17|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-18|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-19|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-20|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-21|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-22|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-23|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-24|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-25|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-26|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-27|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-28|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-29|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-30|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-01-31|4972.5|0|284.0|0|5.402834585750975|0|5256.5|0
0|2020-02-01|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-02|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-03|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-04|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-05|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-06|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-07|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-08|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-09|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-10|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-11|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-12|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-13|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-14|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-15|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-16|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-17|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-18|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-19|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-20|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-21|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-22|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-23|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-24|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-25|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-26|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-27|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-28|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-02-29|4972.5|0|272.0|0|5.186385737439222|0|5244.5|0
0|2020-03-01|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-02|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-03|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-04|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-05|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-06|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-07|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-08|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-09|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-10|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-11|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-12|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-13|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-14|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-15|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-16|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-17|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-18|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-19|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-20|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-21|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-22|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-23|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-24|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-25|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
0|2020-03-26|5023.0|0|332.5|0|6.20857062832602|0|5355.5|0
