|dates|OglalaLakota_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OglalaLakota_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OglalaLakota_SouthDakota_UnitedStates.Male_Total_Population.data|OglalaLakota_SouthDakota_UnitedStates.Male_Total_Population.missing|OglalaLakota_SouthDakota_UnitedStates.Female_Total_Population.data|OglalaLakota_SouthDakota_UnitedStates.Female_Total_Population.missing|OglalaLakota_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|OglalaLakota_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1045.0|0|7010.0|0|7299.0|0|5324.0|0
