|dates|Richland_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richland_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richland_Wisconsin_UnitedStates.Male_Total_Population.data|Richland_Wisconsin_UnitedStates.Male_Total_Population.missing|Richland_Wisconsin_UnitedStates.Female_Total_Population.data|Richland_Wisconsin_UnitedStates.Female_Total_Population.missing|Richland_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Richland_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3972.0|0|8740.0|0|8637.0|0|3770.0|0
