|dates|Hickory_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hickory_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hickory_Missouri_UnitedStates.Male_Total_Population.data|Hickory_Missouri_UnitedStates.Male_Total_Population.missing|Hickory_Missouri_UnitedStates.Female_Total_Population.data|Hickory_Missouri_UnitedStates.Female_Total_Population.missing|Hickory_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Hickory_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3117.0|0|4700.0|0|4809.0|0|1633.0|0
