|dates|Gem_Idaho_UnitedStates.BLS_EmployedPopulation.data|Gem_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Gem_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Gem_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Gem_Idaho_UnitedStates.BLS_UnemploymentRate.data|Gem_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Gem_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Gem_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-02|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-03|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-04|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-05|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-06|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-07|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-08|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-09|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-10|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-11|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-12|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-13|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-14|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-15|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-16|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-17|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-18|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-19|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-20|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-21|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-22|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-23|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-24|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-25|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-26|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-27|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-28|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-29|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-30|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-01-31|8036.0|0|327.0|0|3.910080114791343|0|8363.0|0
0|2020-02-01|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-02|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-03|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-04|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-05|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-06|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-07|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-08|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-09|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-10|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-11|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-12|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-13|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-14|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-15|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-16|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-17|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-18|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-19|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-20|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-21|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-22|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-23|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-24|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-25|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-26|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-27|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-28|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-02-29|8140.5|0|293.0|0|3.4742396395328154|0|8433.5|0
0|2020-03-01|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-02|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-03|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-04|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-05|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-06|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-07|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-08|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-09|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
0|2020-03-10|8091.5|0|303.5|0|3.6152471709350804|0|8395.0|0
