|dates|Natrona_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Natrona_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Natrona_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Natrona_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Natrona_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Natrona_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Natrona_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Natrona_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-02|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-03|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-04|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-05|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-06|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-07|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-08|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-09|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-10|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-11|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-12|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-13|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-14|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-15|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-16|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-17|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-18|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-19|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-20|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-21|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-22|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-23|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-24|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-25|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-26|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-27|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-28|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-29|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-30|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-01-31|38161.5|0|1988.5|0|4.952677459526774|0|40150.0|0
0|2020-02-01|38226.5|0|1985.5|0|4.93758082164528|0|40212.0|0
0|2020-02-02|38226.5|0|1985.5|0|4.93758082164528|0|40212.0|0
0|2020-02-03|38226.5|0|1985.5|0|4.93758082164528|0|40212.0|0
0|2020-02-04|38226.5|0|1985.5|0|4.93758082164528|0|40212.0|0
0|2020-02-05|38226.5|0|1985.5|0|4.93758082164528|0|40212.0|0
