|dates|Pinellas_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pinellas_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pinellas_Florida_UnitedStates.Male_Total_Population.data|Pinellas_Florida_UnitedStates.Male_Total_Population.missing|Pinellas_Florida_UnitedStates.Female_Total_Population.data|Pinellas_Florida_UnitedStates.Female_Total_Population.missing|Pinellas_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Pinellas_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|241641.0|0|467828.0|0|507452.0|0|157672.0|0
