|dates|Union_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_SouthCarolina_UnitedStates.Male_Total_Population.data|Union_SouthCarolina_UnitedStates.Male_Total_Population.missing|Union_SouthCarolina_UnitedStates.Female_Total_Population.data|Union_SouthCarolina_UnitedStates.Female_Total_Population.missing|Union_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Union_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5554.0|0|12987.0|0|14423.0|0|5816.0|0
