|dates|ElPaso_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ElPaso_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ElPaso_Colorado_UnitedStates.Male_Total_Population.data|ElPaso_Colorado_UnitedStates.Male_Total_Population.missing|ElPaso_Colorado_UnitedStates.Female_Total_Population.data|ElPaso_Colorado_UnitedStates.Female_Total_Population.missing|ElPaso_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|ElPaso_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|91063.0|0|360720.0|0|353136.0|0|172064.0|0
