|dates|Mathews_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mathews_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mathews_Virginia_UnitedStates.Male_Total_Population.data|Mathews_Virginia_UnitedStates.Male_Total_Population.missing|Mathews_Virginia_UnitedStates.Female_Total_Population.data|Mathews_Virginia_UnitedStates.Female_Total_Population.missing|Mathews_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Mathews_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2734.0|0|4235.0|0|4567.0|0|1360.0|0
