|dates|Owsley_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Owsley_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Owsley_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Owsley_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Owsley_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Owsley_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Owsley_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Owsley_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-02|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-03|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-04|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-05|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-06|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-07|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-08|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-09|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-10|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-11|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-12|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-13|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-14|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-15|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-16|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-17|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-18|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-19|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-20|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-21|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-22|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-23|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-24|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-25|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-26|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-27|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-28|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-29|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-30|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-01-31|1036.0|0|79.0|0|7.085201793721973|0|1115.0|0
0|2020-02-01|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-02|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-03|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-04|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-05|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-06|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-07|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-08|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-09|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-10|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-11|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-12|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-13|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-14|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-15|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-16|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-17|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-18|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-19|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
0|2020-02-20|1029.0|0|83.0|0|7.4640287769784175|0|1112.0|0
