|dates|Lycoming_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lycoming_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lycoming_Pennsylvania_UnitedStates.Male_Total_Population.data|Lycoming_Pennsylvania_UnitedStates.Male_Total_Population.missing|Lycoming_Pennsylvania_UnitedStates.Female_Total_Population.data|Lycoming_Pennsylvania_UnitedStates.Female_Total_Population.missing|Lycoming_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Lycoming_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21935.0|0|55665.0|0|57999.0|0|23267.0|0
