|dates|Ingham_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ingham_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ingham_Michigan_UnitedStates.Male_Total_Population.data|Ingham_Michigan_UnitedStates.Male_Total_Population.missing|Ingham_Michigan_UnitedStates.Female_Total_Population.data|Ingham_Michigan_UnitedStates.Female_Total_Population.missing|Ingham_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ingham_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-30|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-01-31|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-02-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-30|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-03-31|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-21|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-22|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-23|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-24|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-25|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-26|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-27|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-28|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-29|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-04-30|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-01|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-02|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-03|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-04|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-05|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-06|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-07|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-08|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-09|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-10|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-11|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-12|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-13|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-14|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-15|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-16|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-17|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-18|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-19|39459.0|0|142571.0|0|150164.0|0|58406.0|0
0|2020-05-20|39459.0|0|142571.0|0|150164.0|0|58406.0|0
