|dates|Comanche_Kansas_UnitedStates.BLS_EmployedPopulation.data|Comanche_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Comanche_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Comanche_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Comanche_Kansas_UnitedStates.BLS_UnemploymentRate.data|Comanche_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Comanche_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Comanche_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-02|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-03|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-04|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-05|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-06|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-07|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-08|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-09|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-10|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-11|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-12|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-13|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-14|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-15|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-16|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-17|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-18|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-19|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-20|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-21|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-22|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-23|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-24|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-25|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-26|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-27|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-28|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-29|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-30|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-01-31|808.0|0|24.5|0|2.942942942942943|0|832.5|0
0|2020-02-01|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-02|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-03|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-04|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-05|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-06|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-07|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-08|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-09|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-10|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-11|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-12|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-13|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-14|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-15|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-16|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-17|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-18|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-19|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-20|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-21|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-22|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-23|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-24|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-25|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-26|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-27|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-28|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-02-29|817.0|0|23.0|0|2.738095238095238|0|840.0|0
0|2020-03-01|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-02|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-03|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-04|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-05|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-06|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-07|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-08|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-09|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-10|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-11|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-12|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-13|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-14|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-15|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-16|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-17|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-18|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-19|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-20|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-21|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-22|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-23|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-24|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-25|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-26|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-27|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-28|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-29|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-30|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-03-31|831.0|0|23.0|0|2.693208430913349|0|854.0|0
0|2020-04-01|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-02|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-03|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-04|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-05|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-06|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-07|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-08|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-09|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-10|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-11|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-12|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-13|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-14|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-15|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-16|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-17|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-18|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-19|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-20|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-21|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-22|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-23|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-24|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-25|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-26|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-27|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-28|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-29|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-04-30|781.5|0|36.5|0|4.462102689486553|0|818.0|0
0|2020-05-01|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-02|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-03|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-04|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-05|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-06|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-07|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-08|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-09|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-10|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-11|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-12|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-13|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-14|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-15|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-16|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-17|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-18|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-19|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-20|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-21|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-22|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-23|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-24|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-25|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-26|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-27|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-28|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-29|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-30|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-05-31|811.0|0|41.0|0|4.812206572769953|0|852.0|0
0|2020-06-01|865.0|0|35.0|0|3.888888888888889|0|900.0|0
0|2020-06-02|865.0|0|35.0|0|3.888888888888889|0|900.0|0
