|dates|Rooks_Kansas_UnitedStates.AveragePrecipitationTotal.data|Rooks_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Rooks_Kansas_UnitedStates.AveragePrecipitation.data|Rooks_Kansas_UnitedStates.AveragePrecipitation.missing|Rooks_Kansas_UnitedStates.AverageWindDirection.data|Rooks_Kansas_UnitedStates.AverageWindDirection.missing|Rooks_Kansas_UnitedStates.AverageWindSpeed.data|Rooks_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|239.95833333333334|0|6.333333333333333|0
