|dates|Arenac_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Arenac_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Arenac_Michigan_UnitedStates.Male_Total_Population.data|Arenac_Michigan_UnitedStates.Male_Total_Population.missing|Arenac_Michigan_UnitedStates.Female_Total_Population.data|Arenac_Michigan_UnitedStates.Female_Total_Population.missing|Arenac_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Arenac_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3747.0|0|7584.0|0|7457.0|0|2732.0|0
