|dates|Perry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Missouri_UnitedStates.Male_Total_Population.data|Perry_Missouri_UnitedStates.Male_Total_Population.missing|Perry_Missouri_UnitedStates.Female_Total_Population.data|Perry_Missouri_UnitedStates.Female_Total_Population.missing|Perry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3472.0|0|9567.0|0|9583.0|0|4470.0|0
