|dates|Richmond_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richmond_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richmond_NewYork_UnitedStates.Male_Total_Population.data|Richmond_NewYork_UnitedStates.Male_Total_Population.missing|Richmond_NewYork_UnitedStates.Female_Total_Population.data|Richmond_NewYork_UnitedStates.Female_Total_Population.missing|Richmond_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Richmond_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|77053.0|0|230765.0|0|245414.0|0|104038.0|0
