|dates|Fayette_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Illinois_UnitedStates.Male_Total_Population.data|Fayette_Illinois_UnitedStates.Male_Total_Population.missing|Fayette_Illinois_UnitedStates.Female_Total_Population.data|Fayette_Illinois_UnitedStates.Female_Total_Population.missing|Fayette_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4066.0|0|11304.0|0|10112.0|0|4517.0|0
