|dates|AleutiansWest_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|AleutiansWest_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|AleutiansWest_Alaska_UnitedStates.Male_Total_Population.data|AleutiansWest_Alaska_UnitedStates.Male_Total_Population.missing|AleutiansWest_Alaska_UnitedStates.Female_Total_Population.data|AleutiansWest_Alaska_UnitedStates.Female_Total_Population.missing|AleutiansWest_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|AleutiansWest_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|394.0|0|3750.0|0|1973.0|0|638.0|0
