|dates|Jenkins_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jenkins_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jenkins_Georgia_UnitedStates.Male_Total_Population.data|Jenkins_Georgia_UnitedStates.Male_Total_Population.missing|Jenkins_Georgia_UnitedStates.Female_Total_Population.data|Jenkins_Georgia_UnitedStates.Female_Total_Population.missing|Jenkins_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Jenkins_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1458.0|0|4658.0|0|4025.0|0|1762.0|0
