|dates|Roberts_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Roberts_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Roberts_Texas_UnitedStates.Male_Total_Population.data|Roberts_Texas_UnitedStates.Male_Total_Population.missing|Roberts_Texas_UnitedStates.Female_Total_Population.data|Roberts_Texas_UnitedStates.Female_Total_Population.missing|Roberts_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Roberts_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|189.0|0|448.0|0|455.0|0|220.0|0
