|dates|Sierra_California_UnitedStates.JHU_ConfirmedCases.data|Sierra_California_UnitedStates.JHU_ConfirmedCases.missing|Sierra_California_UnitedStates.NYT_ConfirmedCases.data|Sierra_California_UnitedStates.NYT_ConfirmedCases.missing|Sierra_California_UnitedStates.JHU_ConfirmedDeaths.data|Sierra_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sierra_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sierra_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|188.0|0|0.0|100|0.0|0|0.0|100
