|dates|Gray_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gray_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gray_Texas_UnitedStates.Male_Total_Population.data|Gray_Texas_UnitedStates.Male_Total_Population.missing|Gray_Texas_UnitedStates.Female_Total_Population.data|Gray_Texas_UnitedStates.Female_Total_Population.missing|Gray_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Gray_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3551.0|0|11615.0|0|10280.0|0|5630.0|0
