|dates|Marion_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Texas_UnitedStates.Male_Total_Population.data|Marion_Texas_UnitedStates.Male_Total_Population.missing|Marion_Texas_UnitedStates.Female_Total_Population.data|Marion_Texas_UnitedStates.Female_Total_Population.missing|Marion_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2618.0|0|4842.0|0|5086.0|0|1796.0|0
