|dates|Trimble_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trimble_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trimble_Kentucky_UnitedStates.Male_Total_Population.data|Trimble_Kentucky_UnitedStates.Male_Total_Population.missing|Trimble_Kentucky_UnitedStates.Female_Total_Population.data|Trimble_Kentucky_UnitedStates.Female_Total_Population.missing|Trimble_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Trimble_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1489.0|0|4267.0|0|4248.0|0|1889.0|0
