|dates|Henderson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henderson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henderson_Illinois_UnitedStates.Male_Total_Population.data|Henderson_Illinois_UnitedStates.Male_Total_Population.missing|Henderson_Illinois_UnitedStates.Female_Total_Population.data|Henderson_Illinois_UnitedStates.Female_Total_Population.missing|Henderson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Henderson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1686.0|0|3276.0|0|3433.0|0|1215.0|0
